zip_code,bedrooms,market_rate
14224,1,1000
14224,1,1075
14224,1,1050
14224,1,900
14224,1,1310
14224,1,1175
14224,1,1338
14224,1,1150
14224,1,1050
14224,1,925
14224,1,1600
14225,1,1195
14225,1,2007
14225,1,1588
14225,1,1400
14225,1,1496
14225,1,1395
14225,1,1295
14225,1,1075
14226,1,1295
14226,1,1295
14226,1,2500
14226,1,2600
14226,1,850
14226,1,1295
14226,1,1495
14226,1,1275
14226,1,1075
14226,1,1325
14226,1,1130
14226,1,950
14227,1,1115
14227,1,1338
14227,1,1150
14227,1,1395
14227,1,1050
14227,1,850
14227,1,1085
14227,1,850
14228,1,1295
14228,1,1495
14228,1,1275
14228,1,1130
14228,1,1350
14228,1,1130
14228,1,1190
14228,1,1460
14228,1,1400
14228,1,1878
14228,1,1295
14228,1,1075
14228,1,1005
14231,1,1588
14231,1,1400
14231,1,1496
14231,1,1380
14231,1,1295
14231,1,1075
14231,1,1130
14233,1,1760
14233,1,1320
14233,1,1620
14233,1,1525
14233,1,1300
14233,1,1295
14233,1,1751
14240,1,1760
14240,1,1620
14240,1,1282
14240,1,1525
14240,1,1300
14240,1,1295
14240,1,1751
14260,1,1295
14260,1,1495
14260,1,1400
14260,1,1295
14260,1,1275
14260,1,1295
14260,1,1075
14261,1,1190
14261,1,1460
14261,1,1295
14261,1,1495
14261,1,1400
14261,1,1295
14261,1,1275
14263,1,1760
14263,1,1320
14263,1,1620
14263,1,1282
14263,1,1525
14263,1,1300
14263,1,1295
14272,1,2007
14272,1,1588
14272,1,1496
14272,1,1338
14272,1,1150
14272,1,1395
14272,1,1075
14273,1,1760
14273,1,1320
14273,1,1620
14273,1,1282
14273,1,1525
14273,1,1300
14273,1,1295
14280,1,1760
14280,1,1320
14280,1,1620
14280,1,1282
14280,1,1525
14280,1,1300
14280,1,1295
14301,1,1325
14301,1,800
14301,1,1300
14301,1,875
14301,1,1100
14301,1,1050
14301,1,650
14301,1,975
14301,1,900
14301,1,950
14301,1,450
14301,1,1300
14301,1,975
14301,1,750
14302,1,1325
14302,1,800
14302,1,975
14302,1,1300
14302,1,875
14302,1,1100
14302,1,1050
14303,1,975
14303,1,900
14303,1,950
14303,1,450
14303,1,1300
14303,1,975
14303,1,400
14303,1,1325
14303,1,800
14303,1,1300
14303,1,875
14303,1,1100
14303,1,1050
14303,1,650
14304,1,950
14304,1,1695
14304,1,1150
14304,1,800
14304,1,975
14304,1,1300
14304,1,1075
14304,1,875
14305,1,750
14305,1,750
14305,1,1325
14305,1,800
14305,1,975
14305,1,1300
14305,1,875
14305,1,1100
14305,1,1050
91901,1,2030
91901,1,1998
91901,1,1850
91901,1,1800
91901,1,1945
91901,1,1550
91901,1,1900
91901,1,1585
91901,1,2075
91901,1,3500
91901,1,1750
91901,1,2500
91902,1,1995
91902,1,1900
91902,1,2400
91902,1,2750
91902,1,2045
91902,1,2445
91902,1,3579
91902,1,2380
91902,1,2454
91902,1,2295
91902,1,2295
91902,1,1995
91903,1,2030
91903,1,1998
91903,1,1800
91903,1,1945
91905,1,1550
91905,1,2100
91906,1,2100
91908,1,2445
91908,1,3579
91908,1,2025
91908,1,2380
91908,1,2454
91908,1,2901
91908,1,2080
91910,1,2445
91910,1,2380
91910,1,2454
91910,1,2295
91910,1,1995
91910,1,2391
91910,1,1900
91911,1,2025
91911,1,2095
91911,1,2080
91911,1,2495
91911,1,1850
91911,1,2500
91911,1,1800
91911,1,2295
91911,1,2423
91911,1,2380
91911,1,2454
91911,1,2451
91911,1,1995
91911,1,2554
91912,1,2445
91912,1,2295
91912,1,2025
91912,1,2545
91912,1,2380
91912,1,2454
91912,1,2095
91913,1,2423
91913,1,2451
91913,1,2554
91913,1,2415
91913,1,2898
91913,1,2421
91913,1,2319
91913,1,2295
91913,1,2380
91913,1,2901
91913,1,2495
91913,1,2583
91913,1,2401
91913,1,2295
91914,1,2661
91914,1,2100
91914,1,3579
91914,1,2080
91914,1,2901
91914,1,2385
91914,1,2295
91914,1,2554
91914,1,2415
91915,1,2901
91915,1,2583
91915,1,2401
91915,1,2715
91915,1,2564
91915,1,2776
91915,1,2000
91915,1,2524
91915,1,2661
91915,1,2200
91915,1,2200
91915,1,2100
91915,1,2100
91915,1,2000
91916,1,1550
91916,1,2030
91916,1,1850
91916,1,1800
91916,1,2100
91916,1,1945
91917,1,2776
91921,1,3579
91921,1,2423
91921,1,2901
91921,1,2451
91921,1,2583
91921,1,2401
91921,1,2295
91931,1,1550
91932,1,1895
91932,1,2395
91932,1,2095
91932,1,1800
91932,1,1900
91932,1,2200
91932,1,2200
91932,1,1950
91932,1,1895
91932,1,2100
91932,1,1900
91933,1,2055
91933,1,2025
91933,1,2454
91933,1,2095
91933,1,2080
91933,1,1850
91933,1,1995
91935,1,2075
91935,1,2500
91935,1,2080
91935,1,1930
91935,1,2423
91935,1,2045
91935,1,2030
91935,1,2901
91935,1,2204
91941,1,2295
91941,1,2017
91941,1,1805
91941,1,2593
91941,1,2049
91941,1,2800
91941,1,1995
91941,1,2530
91941,1,2095
91941,1,2080
91941,1,2279
91941,1,2084
91941,1,2265
91941,1,2385
91942,1,2095
91942,1,2325
91942,1,2195
91942,1,2440
91942,1,2318
91942,1,1995
91942,1,2240
91943,1,2530
91943,1,2095
91943,1,2295
91943,1,2080
91943,1,1930
91943,1,2204
91943,1,2084
91944,1,2530
91944,1,2095
91944,1,2295
91944,1,2080
91944,1,2204
91944,1,2084
91944,1,2265
91945,1,2530
91945,1,1999
91945,1,1795
91945,1,2264
91945,1,1790
91945,1,2500
91945,1,2150
91945,1,2295
91945,1,2017
91945,1,1805
91945,1,1904
91945,1,1795
91945,1,2015
91945,1,2049
91946,1,2530
91946,1,2095
91946,1,3579
91946,1,2295
91946,1,2080
91946,1,2204
91946,1,2084
91948,1,1550
91948,1,2100
91950,1,2545
91950,1,2295
91950,1,2035
91950,1,1815
91950,1,1725
91950,1,1650
91950,1,1650
91950,1,2295
91950,1,2380
91950,1,2454
91950,1,1995
91950,1,2250
91950,1,2391
91950,1,1900
91951,1,2295
91951,1,2759
91951,1,2769
91951,1,2545
91951,1,2380
91951,1,2454
91951,1,2095
91962,1,2100
91962,1,1550
91962,1,1850
91962,1,1550
91976,1,2530
91976,1,2095
91976,1,3579
91976,1,2295
91976,1,2080
91976,1,2204
91976,1,2279
91977,1,3579
91977,1,2080
91977,1,2036
91977,1,1904
91977,1,1695
91977,1,1795
91977,1,1873
91977,1,2530
91977,1,2095
91977,1,2295
91977,1,2385
91977,1,2325
91977,1,2195
91977,1,2250
91978,1,2385
91978,1,1795
91978,1,2095
91978,1,2080
91978,1,2279
91978,1,2036
91978,1,2221
91978,1,1904
91978,1,1873
91978,1,1895
91979,1,2530
91979,1,3579
91979,1,2295
91979,1,2080
91979,1,2279
91979,1,2385
91979,1,2325
92003,1,1875
92003,1,2495
92003,1,2300
92003,1,1950
92003,1,1800
92003,1,1780
92003,1,2400
92003,1,2500
92004,1,1600
92004,1,1200
92004,1,1250
92004,1,691
92004,1,726
92004,1,900
92004,1,1300
92004,1,1550
92004,1,1300
92007,1,2545
92007,1,2200
92007,1,3700
92007,1,3900
92007,1,2550
92007,1,2799
92007,1,5500
92007,1,2995
92007,1,4500
92007,1,2700
92007,1,3500
92007,1,2700
92007,1,4395
92008,1,2790
92008,1,1895
92008,1,2721
92008,1,2300
92008,1,2100
92008,1,3499
92008,1,2495
92008,1,2920
92008,1,3650
92008,1,3035
92008,1,2250
92008,1,2783
92008,1,2648
92008,1,2200
92009,1,2510
92009,1,4500
92009,1,2350
92009,1,3795
92009,1,2395
92009,1,2700
92009,1,3500
92009,1,2599
92009,1,3270
92009,1,2625
92009,1,3050
92009,1,2534
92009,1,2549
92009,1,2760
92010,1,3035
92010,1,2783
92010,1,2126
92010,1,2098
92010,1,2250
92010,1,2295
92010,1,2790
92010,1,2545
92010,1,2250
92010,1,2395
92010,1,2450
92010,1,2200
92010,1,2200
92011,1,2890
92011,1,4750
92011,1,2760
92011,1,2850
92011,1,2000
92011,1,2790
92011,1,3488
92011,1,4500
92011,1,3795
92011,1,2250
92011,1,3600
92011,1,2800
92013,1,2790
92013,1,2510
92013,1,2389
92013,1,2890
92013,1,3270
92013,1,3050
92013,1,4750
92014,1,2800
92014,1,2950
92014,1,4700
92014,1,4700
92014,1,3600
92014,1,2600
92014,1,6500
92014,1,3290
92014,1,2695
92014,1,3265
92014,1,3060
92014,1,3195
92014,1,3181
92014,1,2701
92018,1,3300
92018,1,2920
92018,1,3650
92018,1,3035
92018,1,2790
92018,1,2783
92018,1,2245
92019,1,2279
92019,1,2221
92019,1,1795
92019,1,1525
92019,1,2495
92019,1,1595
92019,1,2300
92019,1,2080
92019,1,1930
92019,1,2045
92019,1,2030
92019,1,1700
92019,1,2041
92019,1,2167
92020,1,2204
92020,1,1878
92020,1,2122
92020,1,2066
92020,1,1795
92020,1,1795
92020,1,1845
92020,1,2530
92020,1,2295
92020,1,1930
92020,1,2045
92020,1,2279
92020,1,1700
92020,1,2041
92021,1,2045
92021,1,2041
92021,1,2167
92021,1,2069
92021,1,1988
92021,1,1921
92021,1,2019
92021,1,1930
92021,1,2030
92021,1,2204
92021,1,1700
92021,1,1878
92021,1,1998
92021,1,2150
92022,1,2295
92022,1,1930
92022,1,2045
92022,1,2204
92022,1,2279
92022,1,1700
92022,1,2041
92023,1,2695
92023,1,3195
92023,1,3270
92023,1,2701
92023,1,3050
92023,1,2400
92023,1,2545
92024,1,3270
92024,1,3050
92024,1,3488
92024,1,2695
92024,1,2750
92024,1,3900
92024,1,2350
92024,1,2510
92024,1,2890
92024,1,4750
92024,1,2549
92024,1,2760
92024,1,2400
92024,1,2545
92025,1,3460
92025,1,1825
92025,1,2102
92025,1,1945
92025,1,2295
92025,1,1995
92025,1,1557
92025,1,2378
92025,1,1800
92025,1,2400
92025,1,1799
92025,1,2150
92025,1,2227
92025,1,2190
92026,1,1800
92026,1,2400
92026,1,1799
92026,1,2227
92026,1,2190
92026,1,2350
92026,1,2461
92026,1,2378
92026,1,3460
92026,1,1825
92026,1,2102
92026,1,2382
92026,1,1945
92026,1,2295
92027,1,2378
92027,1,1995
92027,1,1995
92027,1,2125
92027,1,2250
92027,1,1950
92027,1,1950
92027,1,3460
92027,1,1825
92027,1,1835
92027,1,1936
92027,1,1800
92027,1,2400
92027,1,2102
92028,1,1830
92028,1,1800
92028,1,1750
92028,1,2500
92028,1,1950
92028,1,2195
92028,1,2050
92028,1,2425
92028,1,2400
92028,1,2295
92028,1,1950
92028,1,2190
92028,1,2099
92028,1,1875
92029,1,2734
92029,1,2255
92029,1,5500
92029,1,2378
92029,1,3460
92029,1,1825
92029,1,1800
92029,1,2400
92029,1,2102
92029,1,1799
92030,1,2378
92030,1,3460
92030,1,1825
92030,1,1800
92030,1,2400
92030,1,2102
92030,1,1799
92033,1,2378
92033,1,3460
92033,1,1825
92033,1,1800
92033,1,2400
92033,1,2102
92033,1,1799
92036,1,1550
92036,1,1350
92036,1,1295
92036,1,1835
92036,1,2030
92036,1,1936
92036,1,1998
92036,1,2028
92036,1,2495
92036,1,1577
92037,1,2990
92037,1,2200
92037,1,2985
92037,1,3350
92037,1,2500
92037,1,4440
92037,1,2495
92037,1,3245
92037,1,3290
92037,1,2759
92037,1,2605
92037,1,2834
92037,1,2564
92037,1,2915
92038,1,3245
92038,1,2564
92038,1,2760
92038,1,2395
92038,1,2990
92038,1,2700
92038,1,2200
92039,1,3165
92039,1,2564
92039,1,2760
92039,1,2395
92039,1,2990
92039,1,2700
92039,1,2200
92040,1,1700
92040,1,1695
92040,1,1795
92040,1,1577
92040,1,2195
92040,1,2000
92040,1,2000
92040,1,2815
92040,1,1930
92040,1,2045
92040,1,2030
92040,1,2204
92040,1,2041
92040,1,2167
92046,1,2378
92046,1,3460
92046,1,1825
92046,1,1800
92046,1,2400
92046,1,2102
92046,1,1799
92049,1,3300
92049,1,3650
92049,1,3035
92049,1,2400
92049,1,2245
92049,1,2495
92049,1,1895
92051,1,3300
92051,1,2920
92051,1,3650
92051,1,3035
92051,1,2400
92051,1,2245
92051,1,2295
92052,1,3300
92052,1,2920
92052,1,3650
92052,1,3035
92052,1,2400
92052,1,2245
92052,1,2295
92054,1,3300
92054,1,3650
92054,1,1900
92054,1,2245
92054,1,2495
92054,1,2195
92054,1,1990
92055,1,2400
92055,1,2439
92055,1,1800
92055,1,2495
92055,1,1900
92055,1,2288
92055,1,2392
92056,1,2920
92056,1,2415
92056,1,2295
92056,1,2275
92056,1,2317
92056,1,2187
92056,1,2445
92056,1,2581
92056,1,3035
92056,1,2400
92056,1,2765
92056,1,2602
92056,1,2545
92056,1,2250
92057,1,2495
92057,1,2390
92057,1,2288
92057,1,2148
92057,1,2581
92057,1,2920
92057,1,2400
92057,1,2602
92057,1,2415
92057,1,2545
92057,1,2680
92058,1,2400
92058,1,1900
92058,1,1795
92058,1,1795
92058,1,1799
92058,1,1899
92058,1,1800
92058,1,3300
92058,1,2581
92058,1,2920
92058,1,3650
92058,1,3035
92058,1,2765
92058,1,2602
92059,1,1950
92059,1,2200
92060,1,3000
92060,1,985
92061,1,3000
92061,1,985
92061,1,1895
92061,1,2200
92061,1,2400
92064,1,2815
92064,1,2350
92064,1,2795
92064,1,2300
92064,1,2195
92064,1,2450
92064,1,2281
92064,1,2850
92064,1,2565
92064,1,3167
92064,1,2150
92064,1,2595
92064,1,2555
92064,1,2220
92065,1,1835
92065,1,1936
92065,1,2028
92065,1,1350
92065,1,1200
92065,1,3500
92065,1,1600
92065,1,2815
92065,1,2565
92065,1,2378
92065,1,3460
92065,1,1825
92065,1,1800
92065,1,1700
92066,1,1600
92066,1,1200
92067,1,7500
92067,1,2994
92067,1,2695
92067,1,3195
92067,1,2510
92067,1,3186
92067,1,2800
92067,1,3270
92068,1,2920
92068,1,3650
92068,1,3035
92068,1,2400
92068,1,2415
92068,1,2783
92068,1,2245
92069,1,2400
92069,1,2625
92069,1,2271
92069,1,2534
92069,1,1998
92069,1,1950
92069,1,1995
92069,1,1825
92069,1,1800
92069,1,2545
92069,1,2400
92069,1,2102
92069,1,1799
92069,1,2450
92070,1,1835
92070,1,1936
92070,1,2028
92070,1,2195
92070,1,3000
92070,1,1350
92070,1,985
92071,1,1930
92071,1,2150
92071,1,1995
92071,1,2360
92071,1,2298
92071,1,1795
92071,1,2050
92071,1,2045
92071,1,2204
92071,1,1700
92071,1,2041
92071,1,2167
92071,1,1878
92071,1,2069
92072,1,1930
92072,1,2045
92072,1,2204
92072,1,1700
92072,1,2041
92072,1,2167
92072,1,1878
92074,1,2815
92074,1,2565
92074,1,2350
92074,1,2555
92074,1,2795
92074,1,2300
92074,1,2500
92075,1,2695
92075,1,3195
92075,1,2701
92075,1,2400
92075,1,3400
92075,1,7500
92075,1,5750
92075,1,2550
92075,1,4700
92075,1,4700
92075,1,3005
92078,1,2382
92078,1,2599
92078,1,2099
92078,1,2350
92078,1,2176
92078,1,2210
92078,1,2549
92078,1,1800
92078,1,2400
92078,1,2250
92078,1,1799
92078,1,2450
92078,1,2200
92078,1,2200
92079,1,2382
92079,1,2599
92079,1,1900
92079,1,2099
92079,1,2350
92079,1,2190
92079,1,2176
92081,1,2250
92081,1,2450
92081,1,2200
92081,1,2595
92081,1,2588
92081,1,1952
92081,1,2389
92081,1,2765
92081,1,2415
92081,1,2545
92081,1,2813
92081,1,2395
92081,1,2584
92081,1,2200
92082,1,2195
92082,1,1895
92082,1,2000
92082,1,2378
92082,1,3460
92082,1,1825
92082,1,1800
92082,1,2545
92082,1,2400
92082,1,2102
92083,1,2602
92083,1,2545
92083,1,2680
92083,1,2200
92083,1,2295
92083,1,2000
92083,1,2435
92083,1,2581
92083,1,2920
92083,1,2765
92083,1,2415
92083,1,2250
92083,1,2813
92083,1,2395
92084,1,2581
92084,1,2395
92084,1,2584
92084,1,2100
92084,1,1971
92084,1,2095
92084,1,2624
92084,1,2602
92084,1,2415
92084,1,2545
92084,1,2250
92084,1,2680
92084,1,2450
92084,1,2200
92085,1,2581
92085,1,2602
92085,1,2415
92085,1,2545
92085,1,2250
92085,1,2680
92085,1,2395
92086,1,2425
92086,1,2565
92086,1,2378
92086,1,3460
92086,1,1835
92086,1,1936
92086,1,2028
92088,1,1830
92088,1,1800
92088,1,1750
92088,1,2500
92088,1,2195
92088,1,2050
92088,1,1895
92091,1,5500
92091,1,2695
92091,1,3195
92091,1,2510
92091,1,3270
92091,1,2701
92091,1,2400
92091,1,3400
92092,1,2350
92092,1,2700
92092,1,2395
92096,1,2382
92096,1,2599
92096,1,1900
92096,1,2099
92096,1,2350
92096,1,2190
92096,1,2734
92101,1,2769
92101,1,3448
92101,1,2759
92101,1,2987
92101,1,3460
92101,1,3475
92101,1,3299
92102,1,2295
92102,1,1995
92102,1,2195
92102,1,1750
92102,1,1885
92102,1,2025
92102,1,1750
92103,1,2495
92103,1,2995
92103,1,2395
92103,1,2249
92103,1,2595
92103,1,2849
92103,1,2095
92104,1,2895
92104,1,2550
92104,1,2650
92104,1,2745
92104,1,3110
92104,1,2195
92104,1,2150
92105,1,3579
92105,1,1895
92105,1,1845
92105,1,2000
92105,1,1800
92105,1,1895
92105,1,1750
92106,1,2279
92106,1,2505
92106,1,2100
92106,1,2350
92106,1,2995
92106,1,2500
92106,1,2250
92106,1,2855
92106,1,2584
92106,1,2420
92106,1,2705
92106,1,2695
92106,1,2201
92106,1,2715
92107,1,2705
92107,1,2695
92107,1,2201
92107,1,2195
92107,1,2177
92107,1,2345
92107,1,2445
92108,1,3280
92108,1,2895
92108,1,2533
92108,1,2390
92108,1,3089
92108,1,2945
92108,1,2691
92109,1,2760
92109,1,2395
92109,1,2700
92109,1,2195
92109,1,3020
92109,1,2449
92109,1,2395
92110,1,2855
92110,1,2584
92110,1,2420
92110,1,2715
92110,1,2100
92110,1,2510
92110,1,2736
92111,1,2820
92111,1,2095
92111,1,2140
92111,1,2295
92111,1,3117
92111,1,2300
92111,1,2295
92111,1,2895
92111,1,2855
92111,1,3280
92111,1,2495
92111,1,2759
92111,1,2605
92111,1,2850
92112,1,2769
92112,1,3448
92112,1,2759
92112,1,2895
92112,1,2855
92112,1,2987
92112,1,3280
92113,1,2245
92113,1,1995
92113,1,1795
92113,1,2300
92113,1,1795
92113,1,1895
92113,1,1699
92113,1,2769
92113,1,2759
92113,1,2987
92113,1,3475
92113,1,2425
92113,1,2295
92113,1,2434
92114,1,1995
92114,1,3579
92114,1,1850
92114,1,1650
92114,1,1675
92114,1,2499
92114,1,3579
92114,1,2295
92114,1,2250
92114,1,1999
92114,1,1795
92114,1,1904
92115,1,2084
92115,1,2265
92115,1,2180
92115,1,2120
92115,1,1995
92115,1,2295
92115,1,1895
92116,1,2850
92116,1,3300
92116,1,2050
92116,1,2199
92116,1,2400
92116,1,1985
92116,1,2695
92117,1,2495
92117,1,1925
92117,1,2295
92117,1,2150
92117,1,2260
92117,1,2230
92117,1,1795
92117,1,2820
92117,1,2759
92117,1,2895
92117,1,2587
92117,1,2720
92117,1,2691
92117,1,2095
92118,1,3423
92118,1,6000
92118,1,5500
92118,1,4800
92118,1,2995
92118,1,4200
92118,1,7500
92118,1,2769
92118,1,3448
92118,1,2759
92118,1,2987
92118,1,3460
92118,1,3475
92118,1,3999
92119,1,2195
92119,1,1937
92119,1,2298
92119,1,2249
92119,1,2495
92119,1,1925
92119,1,2200
92119,1,2095
92119,1,2204
92119,1,2084
92119,1,2265
92119,1,2180
92119,1,2120
92119,1,2325
92120,1,2295
92120,1,2214
92120,1,2670
92120,1,2000
92120,1,2250
92120,1,2770
92120,1,2390
92120,1,2095
92120,1,2084
92120,1,2265
92120,1,2180
92120,1,2120
92120,1,2670
92120,1,2325
92121,1,2365
92121,1,2850
92121,1,2994
92121,1,3165
92121,1,3167
92121,1,3090
92121,1,2605
92121,1,2834
92122,1,3165
92122,1,2759
92122,1,2605
92122,1,2834
92122,1,2564
92122,1,2915
92122,1,2720
92123,1,2587
92123,1,2670
92123,1,2523
92123,1,2195
92123,1,2448
92123,1,2130
92123,1,2223
92123,1,2820
92123,1,3280
92123,1,2495
92123,1,2850
92123,1,2995
92123,1,2895
92123,1,2533
92124,1,2790
92124,1,2695
92124,1,2450
92124,1,2669
