zip_code,bedrooms,market_rate
30002,0,1400
30002,0,1397
30002,0,1303
30002,0,1575
30002,1,1198
30002,1,1500
30002,1,1565
30002,1,1175
30002,1,1100
30002,1,1075
30002,1,1382
30002,2,2250
30002,2,1900
30002,2,1950
30002,2,1286
30002,2,1570
30002,2,1943
30002,2,1450
30002,2,1200
30002,2,1200
30002,2,1902
30002,3,2875
30002,3,2575
30002,3,2085
30002,3,1925
30002,3,2651
30002,3,1800
30002,3,2124
30002,3,1525
30002,3,1639
